time,seconds_elapsed,z,y,x
1744662888740073200,0.0260732421875,-0.9726280578255653,0.3322140389166772,0.0020399265960790217
1744662888760134100,0.046134033203125,-0.2708335414111614,0.28234716133326293,0.009660694664949551
1744662888780194300,0.0661943359375,-0.0972363853931427,0.17432400898784398,0.17771876599267125
1744662888800255200,0.086255126953125,-0.22528642672300336,0.2003831638738513,0.24953701608339324
1744662888820315400,0.1063154296875,-0.3579910158604383,0.39720980430990455,0.24769968112101776
1744662888840376300,0.126376220703125,-0.5351023174792527,0.46654754443019625,-0.022452417364623396
1744662888860437200,0.146437255859375,-0.7974164523482322,0.4589882150918245,-0.11946441941736265
1744662888880497200,0.1664970703125,-0.9670096334218978,0.43662206950485705,0.043117590552871114
1744662888900558300,0.186558349609375,-0.7139777061611413,0.709274643036723,0.23478492569671944
1744662888920618200,0.2066181640625,-0.4765414074391126,0.6589651362523437,0.006442871979472692
1744662888940679400,0.226679443359375,-0.5275198995262385,0.4599839481309056,-0.3287248085614294
1744662888960739300,0.2467392578125,-0.04566518810987472,0.4861950787082314,-0.5556907493365928
1744662888980800300,0.26680029296875,0.5721645124167204,0.6448673450559377,-0.97938922252357
1744662889000860200,0.286860107421875,1.2535551232278346,0.6089443832814693,-0.836208466752991
1744662889020921300,0.30692138671875,0.95169399086833,0.1569143167644739,-0.7526635567776858
1744662889040982300,0.326982177734375,0.4070686427623033,-0.06990852574557066,-0.8193912605300545
1744662889061042400,0.34704248046875,0.18690262779295444,-0.18140666072517633,-0.6072116046721115
1744662889081103400,0.367103271484375,0.14514496851563452,-0.5000330499246716,-0.9192617938190698
1744662889101163300,0.387163330078125,-0.3742483231782913,-1.280798519462347,-2.0102719009190797
1744662889121224200,0.40722412109375,-1.2000684477120638,-0.06452800175100565,-1.7855869472205639
1744662889141284400,0.427284423828125,-1.5102636931747198,0.6112991297140717,-0.9229157132167368
1744662889161345300,0.44734521484375,-1.309120358583331,0.6989262675017118,-0.6887933613482863
1744662889181405700,0.46740576171875,-0.723407797807455,0.43570553918182847,-0.8308658636160194
1744662889201467000,0.487466796875,-0.223250536981225,0.13123276301920414,-0.8840263759173452
1744662889221527800,0.50752783203125,0.20795593721568584,0.1336284259840846,-0.6341605114720762
1744662889241588000,0.527587890625,-0.34237376001179215,-0.0003872457519173622,-0.46682066228315233
1744662889261648600,0.547648681640625,-1.299402097645402,-0.025892858408391475,-0.30578868106678125
1744662889281708800,0.567708740234375,-1.1196370666474103,0.3044873892098665,-0.8747766092739999
1744662889301769700,0.587769775390625,-0.27491818037629123,0.468901706340909,-1.4834285854801534
1744662889321830000,0.607829833984375,0.5062754514455795,-0.27177842104583977,-1.40061001701802
1744662889341890800,0.627890869140625,0.5718389337241649,-0.5992796060964465,-1.3394396551318466
1744662889361951000,0.647950927734375,0.7682143232613802,-0.5778752912789583,-1.1715864495933055
1744662889382011600,0.66801171875,1.27232587467134,-0.2138464565590024,-0.8392236498557031
1744662889402072600,0.688072509765625,1.1008096165806054,0.17852087615579365,-0.6658531422004104
1744662889422132700,0.7081328125,0.3508960891634226,0.33738895733654495,-0.5574626178473234
1744662889442193700,0.728193603515625,-1.3911176737904547,0.08631225579679012,-0.016538170085847376
1744662889462253800,0.74825390625,-0.948332990002632,1.2680728934019803,-0.04987798349931836
1744662889482314800,0.768314697265625,0.04073883762359619,1.2650325027927756,0.617579086766392
1744662889502374700,0.788374755859375,0.7791074731975793,1.212678922960162,0.7975599524721503
1744662889522435600,0.808435546875,0.05991232464909553,0.7556567472442984,0.2524898562733084
1744662889542495700,0.828495849609375,-0.026892683100700376,0.6000839082166552,-0.2530976859733462
1744662889562556700,0.848556640625,0.05520867700278759,0.5253735351473092,-0.07342712832577526
1744662889582616800,0.868616943359375,0.1932172177672386,0.5044698633283377,0.24638116413466632
1744662889602677800,0.888677734375,0.8031009277254343,0.5891378590494394,0.3332818508112803
1744662889622739000,0.908739013671875,0.6579635579943657,0.370658774253726,0.9037294397749006
1744662889642798600,0.928798583984375,0.4072089280158281,0.20348960545659064,1.3338472419522702
1744662889662859800,0.94885986328125,0.008826280534267424,0.5376268675208091,0.8306899225272237
1744662889682919700,0.968919677734375,-0.46028351559937,0.5398123948663472,-0.4401369457580149
1744662889702980900,0.98898095703125,-0.8587059105694294,0.4361082747638225,-1.0413421130895615
1744662889723040800,1.009040771484375,-1.1263912170827388,-0.40138124477565285,-0.6924238998703658
1744662889743102000,1.02910205078125,-1.1550801359504461,-0.24179566297531127,-1.0764314005188644
1744662889763161600,1.04916162109375,-0.7432856337100266,0.14977379736006258,-1.4076359701320529
1744662889783222800,1.069222900390625,-0.2490922497242689,0.6575695902407169,-1.0684463931143284
1744662889803283700,1.08928369140625,0.6406669707566499,0.9313304172754288,-0.28363752993736413
1744662889823343900,1.10934375,0.9131506174623966,0.5427572161465883,0.3036313569024205
1744662889843404800,1.12940478515625,0.6074935999512672,0.30823709713220593,-0.04990962074659765
1744662889863465000,1.14946484375,0.40277883661389347,0.3090641956061125,-0.2522895113956183
