time,seconds_elapsed,z,y,x
1744664779882177000,0.044177001953125,0.05722410847842693,0.012193857271224259,0.0013518324507749639
1744664779902237200,0.0642373046875,0.1239712475836277,0.004223097587749362,-0.018075725233915728
1744664779922297300,0.08429736328125,0.08971768032610417,0.0069113137584179635,-0.007926920541748404
1744664779942357200,0.104357177734375,0.05140928471982479,0.006776398799754679,0.0018931179869337937
1744664779962417200,0.124417236328125,0.10453355666399002,0.003998568116873502,0.0006179035694804042
1744664779982477300,0.144477294921875,0.09451368243098258,-0.0022647300615906713,0.006891010755905881
1744664780002537200,0.164537109375,0.0942208369642496,0.024531141601130364,0.011712115335999987
1744664780022597400,0.184597412109375,0.07027882036268711,0.021395035532489417,0.02253569118430605
1744664780042657000,0.204656982421875,0.06548866347670555,0.013644604068808257,0.0024388742022332733
1744664780062717200,0.22471728515625,0.09196692055761814,0.008258527116291225,-0.009733748484717216
1744664780082777300,0.24477734375,0.0626414573520422,0.02029215232450515,-0.0031656381238019094
1744664780102837200,0.264837158203125,0.08256254787445068,0.005026194131560623,-0.005243414795526769
1744664780122897200,0.284897216796875,0.09095160603523254,-0.009087598351575434,-0.011412801312573719
1744664780142957300,0.304957275390625,0.0743488462805748,0.005282799241133034,-0.008736650039034429
1744664780163017200,0.325017333984375,0.07704933741092682,-0.0015934066712856292,-0.00242097093607299
1744664780183077400,0.345077392578125,0.07256079382002353,0.001975939715467393,0.012049071655806619
1744664780203137300,0.36513720703125,0.09753332251310348,0.021365699840150774,0.007741236660361755
1744664780223197200,0.385197265625,0.09214929138720035,0.030436675850488242,0.0027517304105334913
1744664780243257300,0.40525732421875,0.06311433556079864,0.010808905718848108,-0.012808746899710968
1744664780263317000,0.42531689453125,0.08510463357269764,0.012444397966191172,-0.012517572800256312
1744664780283376000,0.445376220703125,0.07149170328378678,0.015630626786872742,-0.010566335984494071
1744664780303436300,0.465436279296875,0.09095920481979847,0.0030393676958978175,-0.010083628218178637
1744664780323496400,0.485496337890625,0.07375497204065322,0.0017628449540585279,0.007204296222468837
1744664780343556000,0.50555615234375,0.07600771940350533,-0.0015334201123565435,-0.01021392636722885
1744664780363616300,0.5256162109375,0.08199673068523407,-0.00384301222898066,-0.0008632269499241374
1744664780383676400,0.545676513671875,0.08992869272828101,0.01364664989542216,-0.00552098277802579
1744664780403736000,0.565736083984375,0.07227613165974617,0.015210136352479456,0.002090549388329964
1744664780423796200,0.585796142578125,0.08215279802978039,0.0199866665719077,0.02307483271243982
1744664780443856100,0.605856201171875,0.07991057206094264,0.015284918621741235,0.015570137904444708
1744664780463916300,0.625916259765625,0.08978490034341811,0.01427738554701209,0.011096312392060645
1744664780483976200,0.64597607421875,0.08350479716062545,0.014300510694272815,0.003430264426337089
1744664780504036000,0.6660361328125,0.07109364387691021,-0.008065707957930863,-0.014871531498280818
1744664780524096300,0.68609619140625,0.09309446328282356,-0.014900851207599044,-0.007453608508151956
1744664780544156400,0.706156494140625,0.07589958285391331,-0.010138239915668965,-0.00032190944772446525
1744664780564216000,0.726216064453125,0.07276362291574477,-0.004602854152955115,-0.0028290151641354893
1744664780584276200,0.746276123046875,0.062437459212541575,0.006517893994040787,-0.011112923316855448
1744664780604336400,0.76633642578125,0.08697042744457721,0.006556910830177366,0.012551644033216871
1744664780624396300,0.786396240234375,0.07977379393875599,0.013009411437809466,0.008262054797227029
1744664780644456200,0.806456298828125,0.08186755134761332,0.023671602162346244,0.007825435211940202
1744664780664516000,0.82651611328125,0.07304360890090465,0.019380626970157026,0.016189829288923645
1744664780684575200,0.8465751953125,0.06855448078811169,0.02835804294552654,0.018549455109331755
1744664780704635100,0.86663525390625,0.08545826931595801,0.012904270562902092,-0.0019556115967803633
1744664780724695300,0.8866953125,0.08008417506217956,0.009165851219557226,-0.004357393775193486
1744664780744755200,0.906755126953125,0.08068681713044643,-0.016255626817420123,-0.017173371850000695
1744664780764815400,0.9268154296875,0.06977145536243916,-0.0023730127416551113,-0.01221214412987465
1744664780784875300,0.946875244140625,0.10000409654080868,-0.008633680571615695,0.001767064471449703
1744664780804935200,0.96693505859375,0.07337035663723945,-0.00312127382569015,0.007758132996235508
1744664780824996000,0.98699609375,0.08832651822865009,0.0024420959224924444,0.016091392149438614
1744664780845056000,1.007055908203125,0.05600070416331291,0.013774002602137625,-0.0064766646512201985
1744664780865116000,1.027115966796875,0.10088555555045604,0.013899528677947819,0.01124861002707621
1744664780885176000,1.047176025390625,0.07215747371613979,0.010558218893408775,0.005401952658372465
1744664780905236000,1.067236083984375,0.07305705290436744,0.027117395234666764,-0.005810302847111598
1744664780925296000,1.087296142578125,0.09086451227366923,-0.004777114741317928,-0.013154735909344161
1744664780945355800,1.107355712890625,0.08473813834786414,0.009672960491478443,-0.0023847511285101063
1744664780965416000,1.127416015625,0.0856418091893196,-0.012152173553965985,-0.020814185170922428
1744664780985476000,1.14747607421875,0.06275134746730328,0.007949826493300498,-0.0038826409864705052
1744664781005536000,1.167535888671875,0.09043079703152179,0.02029350403137505,-0.0016699173900415188
1744664781025596000,1.187595947265625,0.0760696787238121,0.015716697635129093,-0.006225710681010969
1744664781045656000,1.207656005859375,0.06873392900824546,0.025695545738004148,0.003143476524343714
1744664781065715200,1.227715087890625,0.06873334448635578,0.01688884668704122,0.0007043762765359134
1744664781085774800,1.24777490234375,0.09313537981510162,0.004374196496233344,-0.016346561070461757
1744664781105835000,1.2678349609375,0.07098959898054599,-0.0108999815357849,-0.00048595688603818413
1744664781125895000,1.28789501953125,0.10287351449728012,-0.0024538959581404925,0.0023616031483630648
1744664781145955000,1.307955078125,0.06951017407774925,0.015815993291139602,0.009269062715570908
1744664781166015000,1.328014892578125,0.08313187219500541,0.0022547201242297888,0.013731222906336188
1744664781186075000,1.348074951171875,0.06785831521749495,0.01056494089514017,0.013776062128483316
1744664781206135000,1.368135009765625,0.06994739645123481,0.009801043850556015,-0.0001302570498548448
1744664781226195000,1.38819482421875,0.09195055394470691,0.015336502678506076,0.000919793142483104
1744664781246254800,1.4082548828125,0.07519172684550285,0.01081391068752855,-0.005167682678194251
1744664781266315000,1.42831494140625,0.10228373191058635,-0.0038694983771070837,-0.008021090214780997
1744664781286375200,1.448375244140625,0.05814122332334518,0.014079086495935917,-0.007593717948452103
1744664781306434800,1.468434814453125,0.07534779419004917,0.0012386749494820832,-0.0042088978157495145
1744664781326495000,1.488494873046875,0.08209200775325298,-0.0025819062519818544,-0.002981422397005372
1744664781346555000,1.508554931640625,0.07849486004412173,0.01191726881954819,-0.002333379417588003
1744664781366615000,1.528614990234375,0.07340542795062065,0.007321940385922789,-0.000209304502280429
1744664781386675000,1.548675048828125,0.08611761000752449,0.01107720126621425,0.011397555794380605
1744664781406734800,1.56873486328125,0.07593991486430168,-0.0068261927582323545,-0.0005349425603402778
1744664781426795000,1.588794921875,0.05934007771909237,-0.0062985886875540015,0.00953354745421093
1744664781446855200,1.608855224609375,0.09345978946387767,0.003084850805439055,-0.007512868981296196
1744664781466914000,1.6289140625,0.07431026783585548,-0.010017938004247844,-0.0038410463174688627
1744664781486974000,1.648973876953125,0.09495908811092377,-0.009388334863819181,-0.007899518794880715
1744664781507034000,1.6690341796875,0.06487666905820369,0.011831855558417736,-0.009003025340661407
1744664781527093800,1.68909375,0.1016892731487751,0.022110088466666636,0.006162778679747134
1744664781547154000,1.70915380859375,0.07145838553607463,0.020115992040000856,0.003039828920201398
1744664781567214000,1.729214111328125,0.07519114232361317,-0.0014078209713101386,0.00693343425868079
1744664781587274000,1.74927392578125,0.08521393916606902,0.016617628530226646,-0.002467972432554234
1744664781607334000,1.769333984375,0.08447276540994644,0.011529182817414402,-0.0007572618078207597
1744664781627394000,1.78939404296875,0.08568214119970798,-0.011172770595178008,-0.010538304049964062
1744664781647454000,1.809453857421875,0.08119593569636345,0.004461290257796645,-0.010639097543316893
1744664781667514000,1.82951416015625,0.08269055816829204,0.003151011376827955,0.013941093664197251
1744664781687574000,1.849573974609375,0.08179156350195407,0.007062558797374367,0.013070749703608452
1744664781707634000,1.869634033203125,0.07565817531347274,0.00014624007027596233,0.009246095115225762
1744664781727694000,1.889694091796875,0.0831453161984682,0.014701127384416758,0.0013375093811890109
1744664781747754000,1.90975390625,0.07446750422418118,0.008835742482356726,-0.003039148500189185
1744664781767814000,1.92981396484375,0.0915238529652357,0.007830145636387169,-0.002962861543719191
1744664781787874000,1.9498740234375,0.08583703950047493,-0.0059255541240796445,0.010967829457472544
1744664781807934000,1.969933837890625,0.06923544878959656,0.011865319436602293,0.01006189587698318
1744664781827992800,1.989992919921875,0.07896598468720913,0.0011513254595920442,-0.014752124636003281
1744664781848053000,2.010052978515625,0.08360825753509998,0.006764964090287685,0.010257505214051343
1744664781868113200,2.030113037109375,0.07641863829195499,-0.0038638723539188504,-0.009864080883096904
1744664781888172800,2.0501728515625,0.07746960864961147,0.002341485092230141,0.004858945522585418
1744664781908233000,2.07023291015625,0.07447334944307804,0.010348010208830237,-0.009821915391937363
1744664781928292900,2.09029296875,0.0818032539397478,0.016538681542500853,-0.003029588370688725
1744664781948353000,2.11035302734375,0.0812070416122675,-0.002819879726320505,-0.0097956141901901
1744664781968413000,2.130412841796875,0.0919815336048603,0.01586951357666403,-0.004547164743230678
